Date / Time,CPU Usage %,Temperature C
4/28/17 22:10,29.1,66.6
4/28/17 22:10,29.7,67.1
4/28/17 22:10,27.7,67.1
4/28/17 22:10,32.3,67.1
4/28/17 22:10,27.9,66.6
4/28/17 22:10,32.9,67.1
4/28/17 22:10,27.9,66.6
4/28/17 22:11,30.1,67.1
4/28/17 22:11,30.9,67.1
4/28/17 22:11,30.6,66.6
4/28/17 22:11,31.7,67.7
4/28/17 22:11,29.8,67.1
4/28/17 22:11,33.5,67.7
4/28/17 22:11,30.1,67.7
4/28/17 22:11,32.7,66.6
4/28/17 22:11,27.7,66.6
4/28/17 22:12,31.7,67.7
4/28/17 22:12,29.9,67.1
4/28/17 22:12,31,66.6
4/28/17 22:12,30.5,67.1
4/28/17 22:12,29.9,66.6
4/28/17 22:12,31.1,66.6
4/28/17 22:12,29.8,66.6
4/28/17 22:12,33.3,66.6
4/28/17 22:13,28.2,67.7
4/28/17 22:13,32.2,67.1
4/28/17 22:13,29.8,67.1
4/28/17 22:13,30.6,67.1
4/28/17 22:13,30.3,67.1
4/28/17 22:13,31,67.7
4/28/17 22:13,32.2,67.7
4/28/17 22:13,30.5,66.6
4/28/17 22:13,31.4,66.6
4/28/17 22:14,28.8,66.6
4/28/17 22:14,33.7,67.1
4/28/17 22:14,31.3,66.6
4/28/17 22:14,34.9,67.7
4/28/17 22:14,32,66.6
4/28/17 22:14,32,67.7
4/28/17 22:14,31.4,67.1
4/28/17 22:14,32.1,66.6
4/28/17 22:15,32.4,66.6
4/28/17 22:15,30.7,66.6
4/28/17 22:15,33.1,67.7
4/28/17 22:15,28.9,66.6
4/28/17 22:15,33.3,66.6
4/28/17 22:15,27.7,66.6
4/28/17 22:15,30.8,66.6
4/28/17 22:15,30.3,67.1
4/28/17 22:15,29.8,66.6
4/28/17 22:16,30.9,67.7
4/28/17 22:16,28.5,66.6
4/28/17 22:16,30.8,66.6
4/28/17 22:16,30.2,66.6
4/28/17 22:16,32,67.1
4/28/17 22:16,27.7,66.6
4/28/17 22:16,30.9,66.6
4/28/17 22:16,31.5,67.1
4/28/17 22:17,30.7,66.6
4/28/17 22:17,34.4,67.1
4/28/17 22:17,28.1,66.6
4/28/17 22:17,36.6,67.7
4/28/17 22:17,30.4,66.6
4/28/17 22:17,32.8,66.6
4/28/17 22:17,32.3,67.1
4/28/17 22:17,33.1,67.7
4/28/17 22:17,30.6,67.1
4/28/17 22:18,30.7,66.6
4/28/17 22:18,29.9,67.1
4/28/17 22:18,31.6,66.6
4/28/17 22:18,32.5,67.7
4/28/17 22:18,27,66.6
4/28/17 22:18,30.8,67.1
4/28/17 22:18,28,67.7
4/28/17 22:18,31.4,66.6
4/28/17 22:19,29.9,67.1
4/28/17 22:19,30.4,67.1
4/28/17 22:19,30.6,67.1
4/28/17 22:19,28.8,66.6
4/28/17 22:19,32.4,66.6
4/28/17 22:19,29,67.1
4/28/17 22:19,30.9,66.6
4/28/17 22:19,32.9,66.6
4/28/17 22:19,31.7,66.6
4/28/17 22:20,30.4,67.7
4/28/17 22:20,37.2,67.7
4/28/17 22:20,31.6,67.7
4/28/17 22:20,30.4,67.1
4/28/17 22:20,32,67.7
4/28/17 22:20,28.9,66.6
4/28/17 22:20,30.8,67.1
4/28/17 22:20,30.5,66.6
4/28/17 22:21,29.7,66.6
4/28/17 22:21,29.4,66.6
4/28/17 22:21,31.5,66.6
4/28/17 22:21,28.7,66.6
4/28/17 22:21,31.7,66.6
4/28/17 22:21,30.7,67.1
4/28/17 22:21,30.8,67.1
4/28/17 22:22,38.3,68.8
4/28/17 22:22,33.6,67.7
4/28/17 22:22,30.8,67.7
4/28/17 22:22,27.5,67.1
4/28/17 22:22,31.7,67.1
4/28/17 22:22,27.7,66.6
4/28/17 22:22,31,66.6
4/28/17 22:22,29.5,66.6
4/28/17 22:22,34.5,67.1
4/28/17 22:23,31.3,67.7
4/28/17 22:23,31.8,66.6
4/28/17 22:23,31.8,67.7
4/28/17 22:23,28.8,66.6
4/28/17 22:23,31.7,67.1
4/28/17 22:23,28.5,67.1
4/28/17 22:23,31.5,66.6
4/28/17 22:23,28.8,66.6
4/28/17 22:24,31,66.6
4/28/17 22:24,30.3,66.6
4/28/17 22:24,29.8,67.1
4/28/17 22:24,33.8,67.7
4/28/17 22:24,30.7,66.6
4/28/17 22:24,32.9,67.1
4/28/17 22:24,31,66.6
4/28/17 22:24,32.4,67.7
4/28/17 22:24,31.8,67.1
4/28/17 22:25,32,66.6
4/28/17 22:25,28.8,66.6
4/28/17 22:25,30.9,66.6
4/28/17 22:25,29.5,67.7
4/28/17 22:25,28.3,66.1
4/28/17 22:25,31.4,67.7
4/28/17 22:25,33.2,67.1
4/28/17 22:25,30.6,67.1
4/28/17 22:26,29.8,66.6
4/28/17 22:26,31.5,66.6
4/28/17 22:26,32.3,67.7
4/28/17 22:26,33.1,66.6
4/28/17 22:26,33.1,67.1
4/28/17 22:26,28.5,66.6
4/28/17 22:26,31.3,66.6
4/28/17 22:26,28.4,67.1
4/28/17 22:26,31.8,67.7
4/28/17 22:27,29.1,66.6
4/28/17 22:27,31.8,66.6
4/28/17 22:27,35.2,67.7
4/28/17 22:27,34.3,67.7
4/28/17 22:27,30.9,67.1
4/28/17 22:27,29.9,67.1
4/28/17 22:27,31.1,67.1
4/28/17 22:27,29.4,66.6
4/28/17 22:28,32.2,67.1
4/28/17 22:28,29.2,67.1
4/28/17 22:28,30.5,66.6
4/28/17 22:28,28.1,66.6
4/28/17 22:28,30.2,66.6
4/28/17 22:28,34.2,67.1
4/28/17 22:28,33.8,67.1
4/28/17 22:28,30.3,67.7
4/28/17 22:28,29.9,67.1
4/28/17 22:29,31.7,67.1
4/28/17 22:29,28,66.6
4/28/17 22:29,30.2,67.1
4/28/17 22:29,27.8,66.6
4/28/17 22:29,31.6,66.6
4/28/17 22:29,28.8,67.7
4/28/17 22:29,30.9,66.6
4/28/17 22:29,31.8,67.1
4/28/17 22:30,29.9,67.1
4/28/17 22:30,33.1,66.6
4/28/17 22:30,29.8,66.6
4/28/17 22:30,30.9,67.7
4/28/17 22:30,29.3,66.6
4/28/17 22:30,32.8,67.7
4/28/17 22:30,29.3,67.1
4/28/17 22:30,31.5,67.7
4/28/17 22:30,29.9,67.7
4/28/17 22:31,30.5,67.1
4/28/17 22:31,30.7,68.2
4/28/17 22:31,27.2,67.1
4/28/17 22:31,35.6,67.7
4/28/17 22:31,29.1,66.6
4/28/17 22:31,31.3,67.7
4/28/17 22:31,27.9,67.7
4/28/17 22:31,32,67.1
4/28/17 22:32,28.2,67.1
4/28/17 22:32,30.5,66.6
4/28/17 22:32,31.9,68.2
4/28/17 22:32,29.7,67.1
4/28/17 22:32,31.2,67.7
4/28/17 22:32,27.6,67.7
4/28/17 22:32,33.1,67.7
4/28/17 22:32,32.4,67.1
4/28/17 22:32,33.8,67.7
4/28/17 22:33,30.4,66.6
4/28/17 22:33,33.8,67.1
4/28/17 22:33,39,68.2
4/28/17 22:33,30.4,68.2
4/28/17 22:33,28.8,66.6
4/28/17 22:33,30.7,67.7
4/28/17 22:33,30.9,67.7
4/28/17 22:34,28.8,66.6
4/28/17 22:34,32.4,67.1
4/28/17 22:34,32,67.1
4/28/17 22:34,31.8,67.7
4/28/17 22:34,33.6,68.2
4/28/17 22:34,30,67.1
4/28/17 22:34,31.9,66.6
4/28/17 22:35,30.1,67.7
4/28/17 22:35,31.1,67.1
4/28/17 22:35,34.3,67.1
4/28/17 22:35,27.7,67.1
4/28/17 22:35,32.5,67.1
4/28/17 22:35,29.3,67.1
4/28/17 22:35,32.4,67.7
4/28/17 22:35,35.1,67.7
4/28/17 22:36,29.6,67.7
4/28/17 22:36,31.3,67.1
4/28/17 22:36,29.3,66.6
4/28/17 22:36,31.4,66.6
4/28/17 22:36,31.6,67.7
4/28/17 22:36,29.9,66.6
4/28/17 22:36,32.4,67.1
4/28/17 22:36,30,66.6
4/28/17 22:37,39.9,67.7
4/28/17 22:37,37.2,68.8
4/28/17 22:37,48.8,69.3
4/28/17 22:37,38.7,67.7
4/28/17 22:37,6.2,63.9
4/28/17 22:37,8.4,62.3
4/28/17 22:37,7.5,61.2
4/28/17 22:37,3.9,60.1
4/28/17 22:38,6.8,60.1
4/28/17 22:38,5.8,60.1
4/28/17 22:38,8.4,59.6
4/28/17 22:38,5.8,59.6
4/28/17 22:38,4.9,58.5
4/28/17 22:38,9.2,59.1
4/28/17 22:38,7.8,59.1
4/28/17 22:38,9.6,58.5
4/28/17 22:39,9.4,58.5
4/28/17 22:39,8,58.5
4/28/17 22:39,8.8,59.1
4/28/17 22:39,7.4,58.5
4/28/17 22:39,8.8,59.1
4/28/17 22:39,9.6,59.1
4/28/17 22:39,11.3,58
4/28/17 22:40,9.9,58
4/28/17 22:40,7.6,58
4/28/17 22:40,8,58.5
4/28/17 22:40,9.1,58
4/28/17 22:40,7.1,58
4/28/17 22:40,9.1,58
4/28/17 22:40,7.5,58.5
4/28/17 22:40,9.4,58
4/28/17 22:41,9.3,58
4/28/17 22:41,8.8,58
4/28/17 22:41,11.2,58
4/28/17 22:41,10.3,58
4/28/17 22:41,10.9,57.5
4/28/17 22:41,10.7,58
4/28/17 22:41,10.7,58
4/28/17 22:41,15.6,58
4/28/17 22:42,11.5,58.5
4/28/17 22:42,10.1,57.5
4/28/17 22:42,12.3,58
4/28/17 22:42,10.8,58
4/28/17 22:42,11.4,58
4/28/17 22:42,11.3,58.5
4/28/17 22:42,11.6,58
4/28/17 22:42,13.2,58
